clip_id,dasakam,verse,half,split,audio_path,text_devanagari,text_clean,text_model_kannada,slp1,duration_s,sample_rate,channels,bit_depth,analysis_issues
nar_001_006_1,1,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.1.flac,तत्ते प्रत्यग्रधाराधरललितकलायावलीकेलिकारं लावण्यस्यैकसारं सुकृतिजनदृशां पूर्णपुण्यावतारम् ।,तत्ते प्रत्यग्रधाराधरललितकलायावलीकेलिकारं लावण्यस्यैकसारं सुकृतिजनदृशां पूर्णपुण्यावतारम् ।,ತತ್ತೇ ಪ್ರತ್ಯಗ್ರಧಾರಾಧರಲಲಿತಕಲಾಯಾವಲೀಕೇಲಿಕಾರಂ ಲಾವಣ್ಯಸ್ಯೈಕಸಾರಂ ಸುಕೃತಿಜನದೃಶಾಂ ಪೂರ್ಣಪುಣ್ಯಾವತಾರಮ್,tatte pratyagraDArADaralalitakalAyAvalIkelikAraM lAvaRyasyEkasAraM sukftijanadfSAM pUrRapuRyAvatAram,15.88288,44100,2,16,
nar_001_006_2,1,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.2.flac,लक्ष्मीनिश्शङ्कलीलानिलयनममृतस्यन्दसन्दोहमन्तः सिञ्चत्सञ्चिन्तकानां वपुरनुकलये मारुतागारनाथ ॥,लक्ष्मीनिश्शङ्कलीलानिलयनममृतस्यन्दसन्दोहमन्तः सिञ्चत्सञ्चिन्तकानां वपुरनुकलये मारुतागारनाथ ॥,ಲಕ್ಷ್ಮೀನಿಶ್ಶಙ್ಕಲೀಲಾನಿಲಯನಮಮೃತಸ್ಯನ್ದಸನ್ದೋಹಮನ್ತಃ ಸಿಞ್ಚತ್ಸಞ್ಚಿನ್ತಕಾನಾಂ ವಪುರನುಕಲಯೇ ಮಾರುತಾಗಾರನಾಥ,lakzmIniSSaNkalIlAnilayanamamftasyandasandohamantaH siYcatsaYcintakAnAM vapuranukalaye mArutAgAranATa,16.622585,44100,2,16,
nar_001_007_1,1,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.1.flac,कष्टा ते सृष्टिचेष्टा बहुतरभवखेदावहा जीवभाजाम् इत्येवं पूर्वमालोचितमजित मया नैवमद्याभिजाने ।,कष्टा ते सृष्टिचेष्टा बहुतरभवखेदावहा जीवभाजाम् इत्येवं पूर्वमालोचितमजित मया नैवमद्याभिजाने ।,ಕಷ್ಟಾ ತೇ ಸೃಷ್ಟಿಚೇಷ್ಟಾ ಬಹುತರಭವಖೇದಾವಹಾ ಜೀವಭಾಜಾಮ್ ಇತ್ಯೇವಂ ಪೂರ್ವಮಾಲೋಚಿತಮಜಿತ ಮಯಾ ನೈವಮದ್ಯಾಭಿಜಾನೇ,kazwA te sfzwicezwA bahutaraBavaKedAvahA jIvaBAjAm ityevaM pUrvamAlocitamajita mayA nEvamadyABijAne,16.337732,44100,2,16,
nar_001_007_2,1,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.2.flac,नो चेज्जीवाः कथं वा मधुरतरमिदं त्वद्वपुश्चिद्रसार्द्रं नेत्रैः श्रोत्रैश्च पीत्वा परमरससुधाम्भोधिपूरे रमेरन् ॥,नो चेज्जीवाः कथं वा मधुरतरमिदं त्वद्वपुश्चिद्रसार्द्रं नेत्रैः श्रोत्रैश्च पीत्वा परमरससुधाम्भोधिपूरे रमेरन् ॥,ನೋ ಚೇಜ್ಜೀವಾಃ ಕಥಂ ವಾ ಮಧುರತರಮಿದಂ ತ್ವದ್ವಪುಶ್ಚಿದ್ರಸಾರ್ದ್ರಂ ನೇತ್ರೈಃ ಶ್ರೋತ್ರೈಶ್ಚ ಪೀತ್ವಾ ಪರಮರಸಸುಧಾಮ್ಭೋಧಿಪೂರೇ ರಮೇರನ್,no cejjIvAH kaTaM vA maDurataramidaM tvadvapuScidrasArdraM netrEH SrotrESca pItvA paramarasasuDAmBoDipUre rameran,17.486327,44100,2,16,
nar_001_008_1,1,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.1.flac,नम्राणां सन्निधत्ते सततमपि पुरस्तैरनभ्यर्थितान- (पि+अर्थान्) प्यर्थान् कामानजस्रं वितरति परमानन्दसान्द्रां गतिं च ।,नम्राणां सन्निधत्ते सततमपि पुरस्तैरनभ्यर्थितान- (पि+अर्थान्) प्यर्थान् कामानजस्रं वितरति परमानन्दसान्द्रां गतिं च ।,ನಮ್ರಾಣಾಂ ಸನ್ನಿಧತ್ತೇ ಸತತಮಪಿ ಪುರಸ್ತೈರನಭ್ಯರ್ಥಿತಾನ ಪಿ+ಅರ್ಥಾನ್ ಪ್ಯರ್ಥಾನ್ ಕಾಮಾನಜಸ್ರಂ ವಿತರತಿ ಪರಮಾನನ್ದಸಾನ್ದ್ರಾಂ ಗತಿಂ ಚ,namrARAM sanniDatte satatamapi purastEranaByarTitAna pi+arTAn pyarTAn kAmAnajasraM vitarati paramAnandasAndrAM gatiM ca,16.170023,44100,2,16,
nar_001_008_2,1,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.2.flac,इत्थं निश्शेषलभ्यो निरवधिकफलः पारिजातो हरे त्वं क्षुद्रं तं शक्रवाटीद्रुममभिलषति व्यर्थमर्थिव्रजोऽयम् ॥,इत्थं निश्शेषलभ्यो निरवधिकफलः पारिजातो हरे त्वं क्षुद्रं तं शक्रवाटीद्रुममभिलषति व्यर्थमर्थिव्रजोऽयम् ॥,ಇತ್ಥಂ ನಿಶ್ಶೇಷಲಭ್ಯೋ ನಿರವಧಿಕಫಲಃ ಪಾರಿಜಾತೋ ಹರೇ ತ್ವಂ ಕ್ಷುದ್ರಂ ತಂ ಶಕ್ರವಾಟೀದ್ರುಮಮಭಿಲಷತಿ ವ್ಯರ್ಥಮರ್ಥಿವ್ರಜೋಽಯಮ್,itTaM niSSezalaByo niravaDikaPalaH pArijAto hare tvaM kzudraM taM SakravAwIdrumamaBilazati vyarTamarTivrajoyam,15.878277,44100,2,16,
nar_001_009_1,1,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.1.flac,कारुण्यात्काममन्यं ददति खलु परे स्वात्मदस्त्वं विशेषात् ऐश्वर्यादीशतेऽन्ये जगति परजने स्वात्मनोऽपीश्वरस्त्वम् ।,कारुण्यात्काममन्यं ददति खलु परे स्वात्मदस्त्वं विशेषात् ऐश्वर्यादीशतेऽन्ये जगति परजने स्वात्मनोऽपीश्वरस्त्वम् ।,ಕಾರುಣ್ಯಾತ್ಕಾಮಮನ್ಯಂ ದದತಿ ಖಲು ಪರೇ ಸ್ವಾತ್ಮದಸ್ತ್ವಂ ವಿಶೇಷಾತ್ ಐಶ್ವರ್ಯಾದೀಶತೇಽನ್ಯೇ ಜಗತಿ ಪರಜನೇ ಸ್ವಾತ್ಮನೋಽಪೀಶ್ವರಸ್ತ್ವಮ್,kAruRyAtkAmamanyaM dadati Kalu pare svAtmadastvaM viSezAt ESvaryAdISatenye jagati parajane svAtmanopISvarastvam,17.284172,44100,2,16,
nar_001_009_2,1,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.2.flac,त्वय्युच्चैरारमन्ति प्रतिपदमधुरे चेतनाः स्फीतभाग्याः त्वं चाऽत्माराम एवेत्यतुलगुणगणाधार! शौरे! नमस्ते ॥,त्वय्युच्चैरारमन्ति प्रतिपदमधुरे चेतनाः स्फीतभाग्याः त्वं चाऽत्माराम एवेत्यतुलगुणगणाधार! शौरे! नमस्ते ॥,ತ್ವಯ್ಯುಚ್ಚೈರಾರಮನ್ತಿ ಪ್ರತಿಪದಮಧುರೇ ಚೇತನಾಃ ಸ್ಫೀತಭಾಗ್ಯಾಃ ತ್ವಂ ಚಾಽತ್ಮಾರಾಮ ಏವೇತ್ಯತುಲಗುಣಗಣಾಧಾರ ಶೌರೇ ನಮಸ್ತೇ,tvayyuccErAramanti pratipadamaDure cetanAH sPItaBAgyAH tvaM cAtmArAma evetyatulaguRagaRADAra SOre namaste,17.079705,44100,2,16,
nar_001_010_1,1,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.1.flac,ऐश्वर्यं शङ्करादीश्वरविनियमनं विश्वतेजोहराणां तेजस्संहारि वीर्यं विमलमपि यशो निस्पृहैश्चोपगीतम् ।,ऐश्वर्यं शङ्करादीश्वरविनियमनं विश्वतेजोहराणां तेजस्संहारि वीर्यं विमलमपि यशो निस्पृहैश्चोपगीतम् ।,ಐಶ್ವರ್ಯಂ ಶಙ್ಕರಾದೀಶ್ವರವಿನಿಯಮನಂ ವಿಶ್ವತೇಜೋಹರಾಣಾಂ ತೇಜಸ್ಸಂಹಾರಿ ವೀರ್ಯಂ ವಿಮಲಮಪಿ ಯಶೋ ನಿಸ್ಪೃಹೈಶ್ಚೋಪಗೀತಮ್,ESvaryaM SaNkarAdISvaraviniyamanaM viSvatejoharARAM tejassaMhAri vIryaM vimalamapi yaSo nispfhEScopagItam,16.616848,44100,2,16,
nar_001_010_2,1,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.2.flac,अङ्गासङ्गा सदा श्रीरखिलविदसि न क्वापि ते सङ्गवार्ता तद्वातागारवासिन्! मुरहर! भगवच्छब्दमुख्याश्रयोऽसि ॥,अङ्गासङ्गा सदा श्रीरखिलविदसि न क्वापि ते सङ्गवार्ता तद्वातागारवासिन्! मुरहर! भगवच्छब्दमुख्याश्रयोऽसि ॥,ಅಙ್ಗಾಸಙ್ಗಾ ಸದಾ ಶ್ರೀರಖಿಲವಿದಸಿ ನ ಕ್ವಾಪಿ ತೇ ಸಙ್ಗವಾರ್ತಾ ತದ್ವಾತಾಗಾರವಾಸಿನ್ ಮುರಹರ ಭಗವಚ್ಛಬ್ದಮುಖ್ಯಾಶ್ರಯೋಽಸಿ,aNgAsaNgA sadA SrIraKilavidasi na kvApi te saNgavArtA tadvAtAgAravAsin murahara BagavacCabdamuKyASrayosi,15.875986,44100,2,16,
nar_002_001_1,2,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.1.flac,सूर्यस्पर्धिकिरीटमूर्ध्वतिलकप्रोद्भासिफालान्तरं कारुण्याकुलनेत्रमार्द्रहसितोल्लासं सुनासापुटम्।,सूर्यस्पर्धिकिरीटमूर्ध्वतिलकप्रोद्भासिफालान्तरं कारुण्याकुलनेत्रमार्द्रहसितोल्लासं सुनासापुटम्।,ಸೂರ್ಯಸ್ಪರ್ಧಿಕಿರೀಟಮೂರ್ಧ್ವತಿಲಕಪ್ರೋದ್ಭಾಸಿಫಾಲಾನ್ತರಂ ಕಾರುಣ್ಯಾಕುಲನೇತ್ರಮಾರ್ದ್ರಹಸಿತೋಲ್ಲಾಸಂ ಸುನಾಸಾಪುಟಮ್,sUryasparDikirIwamUrDvatilakaprodBAsiPAlAntaraM kAruRyAkulanetramArdrahasitollAsaM sunAsApuwam,14.90551,44100,2,16,
nar_002_001_2,2,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.2.flac,गण्डोद्यन्मकराभकुण्डलयुगं कण्ठोज्ज्वलत्कौस्तुभं त्वद्रूपं वनमाल्यहारपटलश्रीवत्सदीप्रं भजे ॥,गण्डोद्यन्मकराभकुण्डलयुगं कण्ठोज्ज्वलत्कौस्तुभं त्वद्रूपं वनमाल्यहारपटलश्रीवत्सदीप्रं भजे ॥,ಗಣ್ಡೋದ್ಯನ್ಮಕರಾಭಕುಣ್ಡಲಯುಗಂ ಕಣ್ಠೋಜ್ಜ್ವಲತ್ಕೌಸ್ತುಭಂ ತ್ವದ್ರೂಪಂ ವನಮಾಲ್ಯಹಾರಪಟಲಶ್ರೀವತ್ಸದೀಪ್ರಂ ಭಜೇ,gaRqodyanmakarABakuRqalayugaM kaRWojjvalatkOstuBaM tvadrUpaM vanamAlyahArapawalaSrIvatsadIpraM Baje,14.804671,44100,2,16,
nar_002_002_1,2,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.1.flac,केयूराङ्गदकङ्कणोत्तममहारत्नाङ्गुलीयाङ्कित- श्रीमद्बाहुचतुष्कसङ्गतगदाशङ्खारिपङ्केरुहाम् ।,केयूराङ्गदकङ्कणोत्तममहारत्नाङ्गुलीयाङ्कित- श्रीमद्बाहुचतुष्कसङ्गतगदाशङ्खारिपङ्केरुहाम् ।,ಕೇಯೂರಾಙ್ಗದಕಙ್ಕಣೋತ್ತಮಮಹಾರತ್ನಾಙ್ಗುಲೀಯಾಙ್ಕಿತ ಶ್ರೀಮದ್ಬಾಹುಚತುಷ್ಕಸಙ್ಗತಗದಾಶಙ್ಖಾರಿಪಙ್ಕೇರುಹಾಮ್,keyUrANgadakaNkaRottamamahAratnANgulIyANkita SrImadbAhucatuzkasaNgatagadASaNKAripaNkeruhAm,15.744286,44100,2,16,
nar_002_002_2,2,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.2.flac,काञ्चित्काञ्चनकाञ्चिलाञ्छितलसत्पीताम्बरालम्बिनीम् आलम्बे विमलाम्बुजद्युतिपदां मूर्तिं तवार्तिच्छिदम् ॥,काञ्चित्काञ्चनकाञ्चिलाञ्छितलसत्पीताम्बरालम्बिनीम् आलम्बे विमलाम्बुजद्युतिपदां मूर्तिं तवार्तिच्छिदम् ॥,ಕಾಞ್ಚಿತ್ಕಾಞ್ಚನಕಾಞ್ಚಿಲಾಞ್ಛಿತಲಸತ್ಪೀತಾಮ್ಬರಾಲಮ್ಬಿನೀಮ್ ಆಲಮ್ಬೇ ವಿಮಲಾಮ್ಬುಜದ್ಯುತಿಪದಾಂ ಮೂರ್ತಿಂ ತವಾರ್ತಿಚ್ಛಿದಮ್,kAYcitkAYcanakAYcilAYCitalasatpItAmbarAlambinIm Alambe vimalAmbujadyutipadAM mUrtiM tavArticCidam,16.537234,44100,2,16,
nar_002_003_1,2,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.3.1.flac,यत्त्रैलोक्यमहीयसोऽपि महितं सम्मोहनं मोहनात् कान्तं कान्तिनिधानतोऽपि मधुरं माधुर्यधुर्यादपि ।,यत्त्रैलोक्यमहीयसोऽपि महितं सम्मोहनं मोहनात् कान्तं कान्तिनिधानतोऽपि मधुरं माधुर्यधुर्यादपि ।,ಯತ್ತ್ರೈಲೋಕ್ಯಮಹೀಯಸೋಽಪಿ ಮಹಿತಂ ಸಮ್ಮೋಹನಂ ಮೋಹನಾತ್ ಕಾನ್ತಂ ಕಾನ್ತಿನಿಧಾನತೋಽಪಿ ಮಧುರಂ ಮಾಧುರ್ಯಧುರ್ಯಾದಪಿ,yattrElokyamahIyasopi mahitaM sammohanaM mohanAt kAntaM kAntiniDAnatopi maDuraM mADuryaDuryAdapi,15.670952,44100,2,16,
